Matt_Figger,Season,Team,Overall,Conference,Standing,Postseason
Matt_Figger,Austin Peay Governors (Ohio Valley Conference) (2017,present)
Matt_Figger,2017,18,Austin Peay,19,15,12,6,3rd,CIT Quarterfinal
Matt_Figger,2018,19,Austin Peay,8,4,0,0,
Matt_Figger,Austin Peay:,27,19 (.587),12,6 (.667),
Matt_Figger,Total:,27,19 (.587),
