Lewis_Jackson_(basketball_coach),Season,Team,Overall,Conference,Standing,Postseason
Lewis_Jackson_(basketball_coach),Alabama State Hornets (Southwestern Athletic Conference) (2005,present)
Lewis_Jackson_(basketball_coach),2005,06,Alabama State,12,18,10,8,T,4th,
Lewis_Jackson_(basketball_coach),2006,07,Alabama State,10,20,8,10,8th,
Lewis_Jackson_(basketball_coach),2007,08,Alabama State,20,11,15,3,1st,NIT First Round
Lewis_Jackson_(basketball_coach),2008,09,Alabama State,22,10,16,2,1st,NCAA Division I Opening Round
Lewis_Jackson_(basketball_coach),2009,10,Alabama State,16,15,12,6,3rd,
Lewis_Jackson_(basketball_coach),2010,11,Alabama State,17,18,11,7,4th,NCAA Division I First Four
Lewis_Jackson_(basketball_coach),2011,12,Alabama State,12,19,9,9,T,5th,
Lewis_Jackson_(basketball_coach),2012,13,Alabama State,10,22,8,10,T,5th,
Lewis_Jackson_(basketball_coach),2013,14,Alabama State,19,13,12,6,T,2nd,CIT First Round
Lewis_Jackson_(basketball_coach),2014,15,Alabama State,19,10,14,4,2nd,
Lewis_Jackson_(basketball_coach),2015,16,Alabama State,14,17,9,9,5th,
Lewis_Jackson_(basketball_coach),2016,17,Alabama State,8,23,6,12,T,8th,
Lewis_Jackson_(basketball_coach),2017,18,Alabama State,8,23,8,10,7th,
Lewis_Jackson_(basketball_coach),2018,19,Alabama State,2,9,0,0,
Lewis_Jackson_(basketball_coach),Alabama State:,189,228 (.453),138,96 (.590),
Lewis_Jackson_(basketball_coach),Total:,189,228 (.453),
Lewis_Jackson_(basketball_coach),National champion,Postseason invitational champion,Conference regular season champion ,Conference regular season and conference tournament champion,Division regular season champion,Division regular season and conference tournament champion,Conference tournament champion,,
