Will_Brown_(basketball),Season,Team,Overall,Conference,Standing,Postseason
Will_Brown_(basketball),Sullivan County CC Generals (Mid Hudson Conference) (1998,2001)
Will_Brown_(basketball),1998,99,Sullivan County CC,30,2,NJCAA Final Four,
Will_Brown_(basketball),1999,00,Sullivan County CC,28,5,,
Will_Brown_(basketball),2000,01,Sullivan County CC,32,3,NJCAA Championship Runner-up,
Will_Brown_(basketball),Sullivan County CC:,90,10 (.900),
Will_Brown_(basketball),Total:,90,10 (.900),
Will_Brown_(basketball),National champion,Postseason invitational champion,Conference regular season champion ,Conference regular season and conference tournament champion,Division regular season champion,Division regular season and conference tournament champion,Conference tournament champion,,
